17:33:07.48; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:07.62; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:07.73; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:07.84; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:07.96; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.07; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.16; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.29; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.44; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.55; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.63; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.77; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:08.88; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.00; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.11; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.20; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.29; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.41; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.50; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.62; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.73; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.83; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:09.95; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.06; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.18; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.28; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.42; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.55; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.65; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.75; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.89; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:10.99; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.11; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.24; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.38; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.49; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.60; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.73; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.86; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:11.97; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.08; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.19; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.28; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.40; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.55; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.68; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
17:33:12.79; +010.0030; +000.0000; +000.0000; +000.0000; +000.0000; +000.0000
